Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"PUB","PUBLICIS GROUPE SA","Communication","Equity","32,860,080.93","0.03","32,860,080.93","355,254.00","92.50","France","Nyse Euronext - Euronext Paris","EUR"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","32,827,082.52","0.03","32,827,082.52","627,909.00","52.28","United States","New York Stock Exchange Inc.","USD"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","32,781,903.42","0.03","32,781,903.42","568,834.00","57.63","United States","New York Stock Exchange Inc.","USD"
"PINS","PINTEREST INC CLASS A","Communication","Equity","32,733,923.31","0.03","32,733,923.31","893,637.00","36.63","United States","New York Stock Exchange Inc.","USD"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","32,712,496.50","0.03","32,712,496.50","159,690.00","204.85","United States","NASDAQ","USD"
"EQNR","EQUINOR","Energy","Equity","32,531,011.27","0.03","32,531,011.27","1,304,180.00","24.94","Norway","Oslo Bors Asa","NOK"
"9022","CENTRAL JAPAN RAILWAY","Industrials","Equity","32,474,828.72","0.03","32,474,828.72","1,202,900.00","27.00","Japan","Tokyo Stock Exchange","JPY"
"NTAP","NETAPP INC","Information Technology","Equity","32,447,878.36","0.03","32,447,878.36","287,684.00","112.79","United States","NASDAQ","USD"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","32,420,269.38","0.03","32,420,269.38","218,598.00","148.31","United States","New York Stock Exchange Inc.","USD"
"7832","BANDAI NAMCO HOLDINGS INC","Consumer Discretionary","Equity","32,401,665.59","0.03","32,401,665.59","937,700.00","34.55","Japan","Tokyo Stock Exchange","JPY"
"5401","NIPPON STEEL CORP","Materials","Equity","32,386,775.76","0.03","32,386,775.76","1,517,100.00","21.35","Japan","Tokyo Stock Exchange","JPY"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","32,373,019.80","0.03","32,373,019.80","305,118.00","106.10","United States","New York Stock Exchange Inc.","USD"
"QBE","QBE INSURANCE GROUP LTD","Financials","Equity","32,299,231.72","0.03","32,299,231.72","2,289,884.00","14.11","Australia","Asx - All Markets","AUD"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","32,281,261.08","0.03","32,281,261.08","575,116.00","56.13","United States","New York Stock Exchange Inc.","USD"
"PPL","PEMBINA PIPELINE CORP","Energy","Equity","32,229,118.35","0.03","32,229,118.35","854,286.00","37.73","Canada","Toronto Stock Exchange","CAD"
"CDW","CDW CORP","Information Technology","Equity","32,131,330.44","0.03","32,131,330.44","195,019.00","164.76","United States","NASDAQ","USD"
"ERIC B","ERICSSON B","Information Technology","Equity","32,119,918.07","0.03","32,119,918.07","4,031,256.00","7.97","Sweden","Nasdaq Omx Nordic","SEK"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","32,129,708.28","0.03","32,129,708.28","315,554.00","101.82","United States","New York Stock Exchange Inc.","USD"
"7269","SUZUKI MOTOR CORP","Consumer Discretionary","Equity","31,969,153.84","0.03","31,969,153.84","2,381,516.00","13.42","Japan","Tokyo Stock Exchange","JPY"
"FMG","FORTESCUE LTD","Materials","Equity","31,849,629.41","0.03","31,849,629.41","2,622,558.00","12.14","Australia","Asx - All Markets","AUD"
"RKLB","ROCKET LAB CORP","Industrials","Equity","31,855,113.00","0.03","31,855,113.00","655,455.00","48.60","United States","NASDAQ","USD"
"NSIS B","NOVOZYMES B","Materials","Equity","31,801,377.22","0.03","31,801,377.22","502,405.00","63.30","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"NTRA","NATERA INC","Health Care","Equity","31,755,336.75","0.03","31,755,336.75","188,739.00","168.25","United States","NASDAQ","USD"
"8604","NOMURA HOLDINGS INC","Financials","Equity","31,656,146.84","0.03","31,656,146.84","4,457,131.00","7.10","Japan","Tokyo Stock Exchange","JPY"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","31,616,603.60","0.03","31,616,603.60","293,780.00","107.62","United States","NASDAQ","USD"
"WRB","WR BERKLEY CORP","Financials","Equity","31,512,629.92","0.03","31,512,629.92","439,568.00","71.69","United States","New York Stock Exchange Inc.","USD"
"4452","KAO CORP","Consumer Staples","Equity","31,391,436.81","0.03","31,391,436.81","685,524.00","45.79","Japan","Tokyo Stock Exchange","JPY"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","31,287,308.36","0.03","31,287,308.36","172,249.00","181.64","United States","New York Stock Exchange Inc.","USD"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","31,246,552.68","0.03","31,246,552.68","351,638.00","88.86","Netherlands","NASDAQ","USD"
"BT.A","BT GROUP PLC","Communication","Equity","31,192,195.80","0.03","31,192,195.80","10,848,690.00","2.88","United Kingdom","London Stock Exchange","GBP"
"ASM","ASM INTERNATIONAL NV","Information Technology","Equity","31,197,051.77","0.03","31,197,051.77","63,926.00","488.02","Netherlands","Euronext Amsterdam","EUR"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","30,960,899.46","0.03","30,960,899.46","15,606.00","1,983.91","United States","NASDAQ","USD"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","30,883,263.48","0.03","30,883,263.48","622,772.00","49.59","United States","NASDAQ","USD"
"STLD","STEEL DYNAMICS INC","Materials","Equity","30,888,348.36","0.03","30,888,348.36","235,933.00","130.92","United States","NASDAQ","USD"
"COL","COLES GROUP LTD","Consumer Staples","Equity","30,842,352.81","0.03","30,842,352.81","1,953,227.00","15.79","Australia","Asx - All Markets","AUD"
"SHL","SIEMENS HEALTHINEERS AG","Health Care","Equity","30,785,397.35","0.03","30,785,397.35","551,079.00","55.86","Germany","Xetra","EUR"
"RBA","RB GLOBAL INC","Industrials","Equity","30,792,783.19","0.03","30,792,783.19","269,131.00","114.42","Canada","Toronto Stock Exchange","CAD"
"REP","REPSOL SA","Energy","Equity","30,655,090.35","0.03","30,655,090.35","1,853,768.00","16.54","Spain","Bolsa De Madrid","EUR"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","30,601,888.20","0.03","30,601,888.20","156,780.00","195.19","United States","NASDAQ","USD"
"669","TECHTRONIC INDUSTRIES LTD","Industrials","Equity","30,508,754.21","0.03","30,508,754.21","2,384,500.00","12.79","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"VWS","VESTAS WIND SYSTEMS","Industrials","Equity","30,481,936.29","0.03","30,481,936.29","1,538,704.00","19.81","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"TOST","TOAST INC CLASS A","Financials","Equity","30,427,662.10","0.03","30,427,662.10","674,671.00","45.10","United States","New York Stock Exchange Inc.","USD"
"4503","ASTELLAS PHARMA INC","Health Care","Equity","30,398,193.86","0.03","30,398,193.86","2,724,000.00","11.16","Japan","Tokyo Stock Exchange","JPY"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","30,330,524.50","0.03","30,330,524.50","330,650.00","91.73","United States","New York Stock Exchange Inc.","USD"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Equity","30,300,082.18","0.03","30,300,082.18","6,285,977.00","4.82","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","30,300,338.66","0.03","30,300,338.66","553,892.00","54.70","Germany","Xetra","EUR"
"16","SUN HUNG KAI PROPERTIES LTD","Real Estate","Equity","30,303,727.92","0.03","30,303,727.92","2,539,016.00","11.94","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","30,225,878.54","0.03","30,225,878.54","340,919.00","88.66","United States","NASDAQ","USD"
"NXT","NEXT PLC","Consumer Discretionary","Equity","30,148,351.83","0.03","30,148,351.83","187,294.00","160.97","United Kingdom","London Stock Exchange","GBP"
"SAB","BANCO DE SABADELL SA","Financials","Equity","30,106,756.46","0.03","30,106,756.46","7,907,414.00","3.81","Spain","Bolsa De Madrid","EUR"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","30,014,289.02","0.03","30,014,289.02","372,802.00","80.51","United States","NASDAQ","USD"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","29,944,080.58","0.03","29,944,080.58","22,099,768.00","135.50","United Kingdom","-","GBP"
"IMO","IMPERIAL OIL LTD","Energy","Equity","29,890,853.41","0.03","29,890,853.41","329,778.00","90.64","Canada","Toronto Stock Exchange","CAD"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES ADR","Health Care","Equity","29,863,088.80","0.03","29,863,088.80","1,624,760.00","18.38","Israel","New York Stock Exchange Inc.","USD"
"DSFIR","DSM FIRMENICH AG","Materials","Equity","29,805,231.18","0.03","29,805,231.18","304,639.00","97.84","Netherlands","Euronext Amsterdam","EUR"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","29,744,525.70","0.02","29,744,525.70","297,743.00","99.90","United States","NASDAQ","USD"
"EXE","EXPAND ENERGY CORP","Energy","Equity","29,678,167.68","0.02","29,678,167.68","306,656.00","96.78","United States","NASDAQ","USD"
"AMCR","AMCOR PLC","Materials","Equity","29,664,252.83","0.02","29,664,252.83","3,437,341.00","8.63","United States","New York Stock Exchange Inc.","USD"
"6178","JAPAN POST HOLDINGS LTD","Financials","Equity","29,641,986.08","0.02","29,641,986.08","2,873,000.00","10.32","Japan","Tokyo Stock Exchange","JPY"
"1925","DAIWA HOUSE INDUSTRY LTD","Real Estate","Equity","29,618,462.77","0.02","29,618,462.77","830,552.00","35.66","Japan","Tokyo Stock Exchange","JPY"
"NI","NISOURCE INC","Utilities","Equity","29,619,138.51","0.02","29,619,138.51","700,713.00","42.27","United States","New York Stock Exchange Inc.","USD"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","29,626,450.50","0.02","29,626,450.50","617,475.00","47.98","United States","NASDAQ","USD"
"KPN","KONINKLIJKE KPN NV","Communication","Equity","29,484,347.10","0.02","29,484,347.10","6,158,403.00","4.79","Netherlands","Euronext Amsterdam","EUR"
"TER","TERADYNE INC","Information Technology","Equity","29,453,465.76","0.02","29,453,465.76","249,099.00","118.24","United States","NASDAQ","USD"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","29,459,255.64","0.02","29,459,255.64","135,159.00","217.96","United States","New York Stock Exchange Inc.","USD"
"PNR","PENTAIR","Industrials","Equity","29,364,077.34","0.02","29,364,077.34","273,078.00","107.53","United States","New York Stock Exchange Inc.","USD"
"6594","NIDEC CORP","Industrials","Equity","29,294,652.86","0.02","29,294,652.86","1,361,000.00","21.52","Japan","Tokyo Stock Exchange","JPY"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","29,199,736.02","0.02","29,199,736.02","358,631.00","81.42","United States","NASDAQ","USD"
"INF","INFORMA PLC","Communication","Equity","29,181,388.62","0.02","29,181,388.62","2,455,744.00","11.88","United Kingdom","London Stock Exchange","GBP"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","29,147,557.34","0.02","29,147,557.34","209,198.00","139.33","United States","New York Stock Exchange Inc.","USD"
"KER","KERING SA","Consumer Discretionary","Equity","29,133,620.86","0.02","29,133,620.86","108,251.00","269.13","France","Nyse Euronext - Euronext Paris","EUR"
"CLNX","CELLNEX TELECOM SA","Communication","Equity","28,949,721.09","0.02","28,949,721.09","808,605.00","35.80","Spain","Bolsa De Madrid","EUR"
"HLMA","HALMA PLC","Information Technology","Equity","28,783,113.02","0.02","28,783,113.02","649,631.00","44.31","United Kingdom","London Stock Exchange","GBP"
"6723","RENESAS ELECTRONICS CORP","Information Technology","Equity","28,743,876.42","0.02","28,743,876.42","2,449,800.00","11.73","Japan","Tokyo Stock Exchange","JPY"
"ACA","CREDIT AGRICOLE SA","Financials","Equity","28,746,355.26","0.02","28,746,355.26","1,571,409.00","18.29","France","Nyse Euronext - Euronext Paris","EUR"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumer Discretionary","Equity","28,716,887.83","0.02","28,716,887.83","238,189.00","120.56","United Kingdom","London Stock Exchange","GBP"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","28,703,012.72","0.02","28,703,012.72","51,452.00","557.86","United States","New York Stock Exchange Inc.","USD"
"FFIV","F5 INC","Information Technology","Equity","28,628,824.50","0.02","28,628,824.50","91,425.00","313.14","United States","NASDAQ","USD"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","28,565,507.25","0.02","28,565,507.25","74,025.00","385.89","United States","New York Stock Exchange Inc.","USD"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","28,551,264.36","0.02","28,551,264.36","195,798.00","145.82","United States","New York Stock Exchange Inc.","USD"
"8308","RESONA HOLDINGS INC","Financials","Equity","28,497,377.36","0.02","28,497,377.36","2,842,500.00","10.03","Japan","Tokyo Stock Exchange","JPY"
"HAL","HALLIBURTON","Energy","Equity","28,467,142.92","0.02","28,467,142.92","1,252,404.00","22.73","United States","New York Stock Exchange Inc.","USD"
"STLAM","STELLANTIS NV","Consumer Discretionary","Equity","28,304,647.06","0.02","28,304,647.06","2,936,604.00","9.64","Italy","Borsa Italiana","EUR"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","28,242,178.12","0.02","28,242,178.12","97,159.00","290.68","United States","New York Stock Exchange Inc.","USD"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","28,168,284.90","0.02","28,168,284.90","192,630.00","146.23","United States","New York Stock Exchange Inc.","USD"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Equity","28,099,834.24","0.02","28,099,834.24","2,168,542.00","12.96","Sweden","Nasdaq Omx Nordic","SEK"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","28,053,689.05","0.02","28,053,689.05","8,433,643.00","3.33","United Kingdom","London Stock Exchange","GBP"
"MT","ARCELORMITTAL SA","Materials","Equity","28,013,766.29","0.02","28,013,766.29","839,294.00","33.38","France","Euronext Amsterdam","EUR"
"1","CK HUTCHISON HOLDINGS LTD","Industrials","Equity","27,954,903.70","0.02","27,954,903.70","4,215,540.00","6.63","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","27,891,378.31","0.02","27,891,378.31","440,932.00","63.26","Canada","Toronto Stock Exchange","CAD"
"IT","GARTNER INC","Information Technology","Equity","27,897,914.97","0.02","27,897,914.97","111,063.00","251.19","United States","New York Stock Exchange Inc.","USD"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","27,748,394.83","0.02","27,748,394.83","1,072,609.00","25.87","United States","New York Stock Exchange Inc.","USD"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","27,721,619.20","0.02","27,721,619.20","112,256.00","246.95","United States","New York Stock Exchange Inc.","USD"
"KEY","KEYCORP","Financials","Equity","27,693,415.20","0.02","27,693,415.20","1,430,445.00","19.36","United States","New York Stock Exchange Inc.","USD"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","Information Technology","Equity","27,696,855.42","0.02","27,696,855.42","143,403.00","193.14","Israel","NASDAQ","USD"
"NN","NN GROUP NV","Financials","Equity","27,624,672.85","0.02","27,624,672.85","402,657.00","68.61","Netherlands","Euronext Amsterdam","EUR"
"INVH","INVITATION HOMES INC","Real Estate","Equity","27,566,865.48","0.02","27,566,865.48","881,012.00","31.29","United States","New York Stock Exchange Inc.","USD"
"BIIB","BIOGEN INC","Health Care","Equity","27,525,956.26","0.02","27,525,956.26","208,183.00","132.22","United States","NASDAQ","USD"
"CTRA","COTERRA ENERGY INC","Energy","Equity","27,405,720.68","0.02","27,405,720.68","1,121,347.00","24.44","United States","New York Stock Exchange Inc.","USD"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","27,165,201.48","0.02","27,165,201.48","29,101.00","933.48","United States","New York Stock Exchange Inc.","USD"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","27,153,233.25","0.02","27,153,233.25","110,825.00","245.01","United States","New York Stock Exchange Inc.","USD"
"ROL","ROLLINS INC","Industrials","Equity","27,133,037.14","0.02","27,133,037.14","479,891.00","56.54","United States","New York Stock Exchange Inc.","USD"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","27,122,274.34","0.02","27,122,274.34","226,718.00","119.63","United States","New York Stock Exchange Inc.","USD"
"HOLX","HOLOGIC INC","Health Care","Equity","26,986,535.68","0.02","26,986,535.68","402,064.00","67.12","United States","NASDAQ","USD"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","26,984,203.65","0.02","26,984,203.65","414,695.00","65.07","United States","NASDAQ","USD"
"NST","NORTHERN STAR RESOURCES LTD","Materials","Equity","26,984,894.35","0.02","26,984,894.35","2,047,323.00","13.18","Australia","Asx - All Markets","AUD"
"GEN","GEN DIGITAL INC","Information Technology","Equity","26,960,899.00","0.02","26,960,899.00","892,745.00","30.20","United States","NASDAQ","USD"
"5020","ENEOS HOLDINGS INC","Energy","Equity","26,747,569.38","0.02","26,747,569.38","4,451,128.00","6.01","Japan","Tokyo Stock Exchange","JPY"
"2502","ASAHI GROUP HOLDINGS LTD","Consumer Staples","Equity","26,720,155.82","0.02","26,720,155.82","2,074,986.00","12.88","Japan","Tokyo Stock Exchange","JPY"
"TRU","TRANSUNION","Industrials","Equity","26,654,810.00","0.02","26,654,810.00","301,525.00","88.40","United States","New York Stock Exchange Inc.","USD"
"SAAB B","SAAB CLASS B","Industrials","Equity","26,629,276.01","0.02","26,629,276.01","462,492.00","57.58","Sweden","Nasdaq Omx Nordic","SEK"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","26,585,559.00","0.02","26,585,559.00","206,570.00","128.70","United States","NASDAQ","USD"
"STMPA","STMICROELECTRONICS NV","Information Technology","Equity","26,515,493.79","0.02","26,515,493.79","981,811.00","27.01","France","Nyse Euronext - Euronext Paris","EUR"
"6971","KYOCERA CORP","Information Technology","Equity","26,483,385.50","0.02","26,483,385.50","1,974,856.00","13.41","Japan","Tokyo Stock Exchange","JPY"
"MRU","METRO INC","Consumer Staples","Equity","26,447,704.18","0.02","26,447,704.18","369,392.00","71.60","Canada","Toronto Stock Exchange","CAD"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","26,387,694.45","0.02","26,387,694.45","374,985.00","70.37","United States","New York Stock Exchange Inc.","USD"
"DOW","DOW INC","Materials","Equity","26,375,897.55","0.02","26,375,897.55","1,070,885.00","24.63","United States","New York Stock Exchange Inc.","USD"
"APTV","APTIV PLC","Consumer Discretionary","Equity","26,309,239.77","0.02","26,309,239.77","330,809.00","79.53","United States","New York Stock Exchange Inc.","USD"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","26,195,509.78","0.02","26,195,509.78","461,351.00","56.78","United States","New York Stock Exchange Inc.","USD"
"L","LOEWS CORP","Financials","Equity","26,049,460.80","0.02","26,049,460.80","269,106.00","96.80","United States","New York Stock Exchange Inc.","USD"
"FTV","FORTIVE CORP","Industrials","Equity","26,037,323.66","0.02","26,037,323.66","544,031.00","47.86","United States","New York Stock Exchange Inc.","USD"
"8309","SUMITOMO MITSUI TRUST GROUP INC","Financials","Equity","26,015,474.13","0.02","26,015,474.13","909,646.00","28.60","Japan","Tokyo Stock Exchange","JPY"
"ORG","ORIGIN ENERGY LTD","Utilities","Equity","26,005,663.56","0.02","26,005,663.56","3,071,874.00","8.47","Australia","Asx - All Markets","AUD"
"6273","SMC (JAPAN) CORP","Industrials","Equity","25,994,442.37","0.02","25,994,442.37","85,645.00","303.51","Japan","Tokyo Stock Exchange","JPY"
"GMAB","GENMAB","Health Care","Equity","25,956,607.25","0.02","25,956,607.25","100,836.00","257.41","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ABN","ABN AMRO BANK NV","Financials","Equity","25,681,099.00","0.02","25,681,099.00","885,984.00","28.99","Netherlands","Euronext Amsterdam","EUR"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","25,497,860.96","0.02","25,497,860.96","379,376.00","67.21","United States","NASDAQ","USD"
"WAT","WATERS CORP","Health Care","Equity","25,493,347.80","0.02","25,493,347.80","84,471.00","301.80","United States","New York Stock Exchange Inc.","USD"
"SNA","SNAP ON INC","Industrials","Equity","25,468,243.44","0.02","25,468,243.44","78,306.00","325.24","United States","New York Stock Exchange Inc.","USD"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","25,436,062.89","0.02","25,436,062.89","240,849.00","105.61","United States","New York Stock Exchange Inc.","USD"
"6201","TOYOTA INDUSTRIES CORP","Industrials","Equity","25,335,302.16","0.02","25,335,302.16","227,863.00","111.19","Japan","Tokyo Stock Exchange","JPY"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","25,244,452.36","0.02","25,244,452.36","21,555,268.00","117.12","European Union","-","EUR"
"TXT","TEXTRON INC","Industrials","Equity","25,217,374.08","0.02","25,217,374.08","314,588.00","80.16","United States","New York Stock Exchange Inc.","USD"
"SCMN","SWISSCOM AG","Communication","Equity","25,190,463.69","0.02","25,190,463.69","34,690.00","726.16","Switzerland","SIX Swiss Exchange","CHF"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","25,164,538.72","0.02","25,164,538.72","3,706,107,441.00","0.68","Japan","-","JPY"
"HNR1","HANNOVER RUECK","Financials","Equity","25,175,436.95","0.02","25,175,436.95","86,889.00","289.74","Germany","Xetra","EUR"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","25,063,393.86","0.02","25,063,393.86","84,771.00","295.66","United States","New York Stock Exchange Inc.","USD"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrials","Equity","24,967,749.49","0.02","24,967,749.49","329,251.00","75.83","Spain","Bolsa De Madrid","EUR"
"ESSITY B","ESSITY CLASS B","Consumer Staples","Equity","24,750,409.97","0.02","24,750,409.97","910,818.00","27.17","Sweden","Nasdaq Omx Nordic","SEK"
"STO","SANTOS LTD","Energy","Equity","24,738,494.00","0.02","24,738,494.00","4,715,687.00","5.25","Australia","Asx - All Markets","AUD"
"1605","INPEX CORP","Energy","Equity","24,551,229.68","0.02","24,551,229.68","1,421,857.00","17.27","Japan","Tokyo Stock Exchange","JPY"
"UPM","UPM-KYMMENE","Materials","Equity","24,485,117.28","0.02","24,485,117.28","857,895.00","28.54","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","24,448,523.66","0.02","24,448,523.66","459,041.00","53.26","United States","New York Stock Exchange Inc.","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","24,421,320.53","0.02","24,421,320.53","77,017.00","317.09","United States","NASDAQ","USD"
"MAS","MASCO CORP","Industrials","Equity","24,408,486.54","0.02","24,408,486.54","332,586.00","73.39","United States","New York Stock Exchange Inc.","USD"
"7936","ASICS CORP","Consumer Discretionary","Equity","24,409,936.51","0.02","24,409,936.51","901,900.00","27.07","Japan","Tokyo Stock Exchange","JPY"
"ACM","AECOM","Industrials","Equity","24,412,498.08","0.02","24,412,498.08","195,472.00","124.89","United States","New York Stock Exchange Inc.","USD"
"BAMI","BANCO BPM","Financials","Equity","24,402,123.88","0.02","24,402,123.88","1,779,337.00","13.71","Italy","Borsa Italiana","EUR"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","24,310,868.82","0.02","24,310,868.82","201,683.00","120.54","United States","New York Stock Exchange Inc.","USD"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","24,278,687.19","0.02","24,278,687.19","193,749.00","125.31","United States","New York Stock Exchange Inc.","USD"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","24,235,945.53","0.02","24,235,945.53","89,693.00","270.21","United States","New York Stock Exchange Inc.","USD"
"SUN","SUNCORP GROUP LTD","Financials","Equity","24,212,237.42","0.02","24,212,237.42","1,740,008.00","13.92","Australia","Asx - All Markets","AUD"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","24,198,756.97","0.02","24,198,756.97","358,447.00","67.51","United States","New York Stock Exchange Inc.","USD"
"XRO","XERO LTD","Information Technology","Equity","24,183,718.07","0.02","24,183,718.07","234,961.00","102.93","Australia","Asx - All Markets","AUD"
"ILMN","ILLUMINA INC","Health Care","Equity","24,083,962.56","0.02","24,083,962.56","240,936.00","99.96","United States","NASDAQ","USD"
"MRK","MERCK","Health Care","Equity","24,084,008.19","0.02","24,084,008.19","189,185.00","127.30","Germany","Xetra","EUR"
"BALL","BALL CORP","Materials","Equity","24,044,636.00","0.02","24,044,636.00","456,775.00","52.64","United States","New York Stock Exchange Inc.","USD"
"FOXA","FOX CORP CLASS A","Communication","Equity","24,029,190.30","0.02","24,029,190.30","402,499.00","59.70","United States","NASDAQ","USD"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","23,947,009.34","0.02","23,947,009.34","905,700.00","26.44","Japan","Tokyo Stock Exchange","JPY"
"EVRG","EVERGY INC","Utilities","Equity","23,933,169.82","0.02","23,933,169.82","335,857.00","71.26","United States","NASDAQ","USD"
"A5G","AIB GROUP PLC","Financials","Equity","23,878,831.36","0.02","23,878,831.36","2,898,254.00","8.24","Ireland","Irish Stock Exchange - All Market","EUR"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","23,882,801.57","0.02","23,882,801.57","332,787.00","71.77","Switzerland","SIX Swiss Exchange","CHF"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","23,886,764.15","0.02","23,886,764.15","159.00","150,231.22","Switzerland","SIX Swiss Exchange","CHF"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","23,859,339.28","0.02","23,859,339.28","172,046.00","138.68","United States","New York Stock Exchange Inc.","USD"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","23,825,491.81","0.02","23,825,491.81","229,672.00","103.74","Switzerland","SIX Swiss Exchange","CHF"
"9101","NIPPON YUSEN","Industrials","Equity","23,726,845.02","0.02","23,726,845.02","652,300.00","36.37","Japan","Tokyo Stock Exchange","JPY"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","23,642,516.40","0.02","23,642,516.40","169,359.00","139.60","United States","NASDAQ","USD"
"SCG","SCENTRE GROUP","Real Estate","Equity","23,623,990.61","0.02","23,623,990.61","8,808,291.00","2.68","Australia","Asx - All Markets","AUD"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","23,610,241.10","0.02","23,610,241.10","51,517.00","458.30","United States","NASDAQ","USD"
"9735","SECOM LTD","Industrials","Equity","23,610,539.85","0.02","23,610,539.85","632,686.00","37.32","Japan","Tokyo Stock Exchange","JPY"
"SGSN","SGS SA","Industrials","Equity","23,488,349.71","0.02","23,488,349.71","232,070.00","101.21","Switzerland","SIX Swiss Exchange","CHF"
"OMC","OMNICOM GROUP INC","Communication","Equity","23,453,255.28","0.02","23,453,255.28","299,416.00","78.33","United States","New York Stock Exchange Inc.","USD"
"9503","KANSAI ELECTRIC POWER INC","Utilities","Equity","23,422,085.08","0.02","23,422,085.08","1,639,880.00","14.28","Japan","Tokyo Stock Exchange","JPY"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","23,383,844.99","0.02","23,383,844.99","390,577.00","59.87","United States","New York Stock Exchange Inc.","USD"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","23,207,567.88","0.02","23,207,567.88","182,924.00","126.87","United States","New York Stock Exchange Inc.","USD"
