Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BPE","BPER BANCA","Financials","Equity","23,148,747.93","0.02","23,148,747.93","2,221,878.00","10.42","Italy","Borsa Italiana","EUR"
"ALFA","ALFA LAVAL","Industrials","Equity","23,094,562.43","0.02","23,094,562.43","502,517.00","45.96","Sweden","Nasdaq Omx Nordic","SEK"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","23,088,783.14","0.02","23,088,783.14","248,882.00","92.77","United States","NASDAQ","USD"
"HEN3","HENKEL & KGAA PREF AG","Consumer Staples","Equity","23,020,460.85","0.02","23,020,460.85","272,097.00","84.60","Germany","Xetra","EUR"
"4307","NOMURA RESEARCH INSTITUTE LTD","Information Technology","Equity","22,939,261.59","0.02","22,939,261.59","590,110.00","38.87","Japan","Tokyo Stock Exchange","JPY"
"CNC","CENTENE CORP","Health Care","Equity","22,930,622.88","0.02","22,930,622.88","789,622.00","29.04","United States","New York Stock Exchange Inc.","USD"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","22,915,194.34","0.02","22,915,194.34","264,518.00","86.63","United States","New York Stock Exchange Inc.","USD"
"CG","CARLYLE GROUP INC","Financials","Equity","22,904,144.88","0.02","22,904,144.88","354,773.00","64.56","United States","NASDAQ","USD"
"8473","SBI HOLDINGS INC","Financials","Equity","22,892,086.23","0.02","22,892,086.23","502,000.00","45.60","Japan","Tokyo Stock Exchange","JPY"
"823","LINK REAL ESTATE INVESTMENT TRUST","Real Estate","Equity","22,868,586.46","0.02","22,868,586.46","4,283,739.00","5.34","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Equity","22,851,731.33","0.02","22,851,731.33","1,527,375.00","14.96","Ireland","Irish Stock Exchange - All Market","EUR"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","22,831,358.38","0.02","22,831,358.38","668,459.00","34.16","Canada","Toronto Stock Exchange","CAD"
"EPI A","EPIROC CLASS A","Industrials","Equity","22,750,369.91","0.02","22,750,369.91","1,073,473.00","21.19","Sweden","Nasdaq Omx Nordic","SEK"
"WTC","WISETECH GLOBAL LTD","Information Technology","Equity","22,560,935.35","0.02","22,560,935.35","350,069.00","64.45","Australia","Asx - All Markets","AUD"
"2","CLP HOLDINGS LTD","Utilities","Equity","22,537,049.74","0.02","22,537,049.74","2,662,189.00","8.47","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","22,541,352.48","0.02","22,541,352.48","207,334.00","108.72","United States","New York Stock Exchange Inc.","USD"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Consumer Discretionary","Equity","22,493,161.64","0.02","22,493,161.64","619,540.00","36.31","Japan","Tokyo Stock Exchange","JPY"
"FBK","FINECOBANK BANCA FINECO","Financials","Equity","22,441,982.72","0.02","22,441,982.72","1,020,631.00","21.99","Italy","Borsa Italiana","EUR"
"FPH","FISHER AND PAYKEL HEALTHCARE CORPO","Health Care","Equity","22,296,733.41","0.02","22,296,733.41","1,021,983.00","21.82","New Zealand","New Zealand Exchange Ltd","NZD"
"7013","IHI CORP","Industrials","Equity","22,222,009.85","0.02","22,222,009.85","215,100.00","103.31","Japan","Tokyo Stock Exchange","JPY"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","22,190,514.73","0.02","22,190,514.73","444,101.00","49.97","Canada","Toronto Stock Exchange","CAD"
"DOCU","DOCUSIGN INC","Information Technology","Equity","22,186,477.24","0.02","22,186,477.24","289,414.00","76.66","United States","NASDAQ","USD"
"WRT1V","WARTSILA","Industrials","Equity","21,996,297.32","0.02","21,996,297.32","749,473.00","29.35","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"EG","EVEREST GROUP LTD","Financials","Equity","21,951,431.04","0.02","21,951,431.04","64,208.00","341.88","United States","New York Stock Exchange Inc.","USD"
"KRZ","KERRY GROUP PLC","Consumer Staples","Equity","21,955,779.18","0.02","21,955,779.18","238,970.00","91.88","Ireland","Irish Stock Exchange - All Market","EUR"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","21,957,567.50","0.02","21,957,567.50","302,863.00","72.50","United States","NASDAQ","USD"
"DT","DYNATRACE INC","Information Technology","Equity","21,939,198.60","0.02","21,939,198.60","433,581.00","50.60","United States","New York Stock Exchange Inc.","USD"
"SN.","SMITH AND NEPHEW PLC","Health Care","Equity","21,942,927.12","0.02","21,942,927.12","1,167,602.00","18.79","United Kingdom","London Stock Exchange","GBP"
"CLX","CLOROX","Consumer Staples","Equity","21,929,055.00","0.02","21,929,055.00","185,525.00","118.20","United States","New York Stock Exchange Inc.","USD"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","21,911,508.36","0.02","21,911,508.36","297,549.00","73.64","United States","New York Stock Exchange Inc.","USD"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","21,813,785.20","0.02","21,813,785.20","45,781.00","476.48","Israel","Tel Aviv Stock Exchange","ILS"
"ALLE","ALLEGION PLC","Industrials","Equity","21,773,963.40","0.02","21,773,963.40","128,233.00","169.80","United States","New York Stock Exchange Inc.","USD"
"RCI.B","ROGERS COMMUNICATIONS NON-VOTING I","Communication","Equity","21,739,516.98","0.02","21,739,516.98","607,390.00","35.79","Canada","Toronto Stock Exchange","CAD"
"EQT","EQT","Financials","Equity","21,683,128.83","0.02","21,683,128.83","593,855.00","36.51","Sweden","Nasdaq Omx Nordic","SEK"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","21,576,029.40","0.02","21,576,029.40","57,795.00","373.32","United States","New York Stock Exchange Inc.","USD"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Consumer Staples","Equity","21,532,695.91","0.02","21,532,695.91","1,411.00","15,260.59","Switzerland","SIX Swiss Exchange","CHF"
"AVY","AVERY DENNISON CORP","Materials","Equity","21,390,679.70","0.02","21,390,679.70","124,618.00","171.65","United States","New York Stock Exchange Inc.","USD"
"INCY","INCYTE CORP","Health Care","Equity","21,395,838.36","0.02","21,395,838.36","252,876.00","84.61","United States","NASDAQ","USD"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","21,277,410.00","0.02","21,277,410.00","317,100.00","67.10","United States","New York Stock Exchange Inc.","USD"
"GGG","GRACO INC","Industrials","Equity","21,259,804.47","0.02","21,259,804.47","248,973.00","85.39","United States","New York Stock Exchange Inc.","USD"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","21,138,351.00","0.02","21,138,351.00","939,900.00","22.49","United States","New York Stock Exchange Inc.","USD"
"COO","COOPER INC","Health Care","Equity","21,105,081.22","0.02","21,105,081.22","313,155.00","67.39","United States","NASDAQ","USD"
"6988","NITTO DENKO CORP","Materials","Equity","21,105,179.66","0.02","21,105,179.66","931,455.00","22.66","Japan","Tokyo Stock Exchange","JPY"
"9766","KONAMI GROUP CORP","Communication","Equity","21,086,658.05","0.02","21,086,658.05","141,773.00","148.74","Japan","Tokyo Stock Exchange","JPY"
"WN","GEORGE WESTON LTD","Consumer Staples","Equity","21,027,287.02","0.02","21,027,287.02","326,893.00","64.32","Canada","Toronto Stock Exchange","CAD"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","20,998,771.15","0.02","20,998,771.15","372,649.00","56.35","United States","New York Stock Exchange Inc.","USD"
"4507","SHIONOGI LTD","Health Care","Equity","20,952,958.21","0.02","20,952,958.21","1,205,880.00","17.38","Japan","Tokyo Stock Exchange","JPY"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","20,887,025.38","0.02","20,887,025.38","985,702.00","21.19","United States","New York Stock Exchange Inc.","USD"
"EMA","EMERA INC","Utilities","Equity","20,865,024.05","0.02","20,865,024.05","438,577.00","47.57","Canada","Toronto Stock Exchange","CAD"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Real Estate","Equity","20,866,043.29","0.02","20,866,043.29","503,613.00","41.43","Japan","Tokyo Stock Exchange","JPY"
"HEI","HEICO CORP","Industrials","Equity","20,838,879.74","0.02","20,838,879.74","66,787.00","312.02","United States","New York Stock Exchange Inc.","USD"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Real Estate","Equity","20,811,908.71","0.02","20,811,908.71","199,938.00","104.09","France","Nyse Euronext - Euronext Paris","EUR"
"SOON","SONOVA HOLDING AG","Health Care","Equity","20,757,996.50","0.02","20,757,996.50","71,281.00","291.21","Switzerland","SIX Swiss Exchange","CHF"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Equity","20,705,478.27","0.02","20,705,478.27","3,604,482.00","5.74","Australia","Asx - All Markets","AUD"
"SCHP","SCHINDLER HOLDING PAR AG","Industrials","Equity","20,568,628.92","0.02","20,568,628.92","55,900.00","367.95","Switzerland","SIX Swiss Exchange","CHF"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Equity","20,491,715.78","0.02","20,491,715.78","845,270.00","24.24","Italy","Borsa Italiana","EUR"
"PNDORA","PANDORA","Consumer Discretionary","Equity","20,383,939.75","0.02","20,383,939.75","150,704.00","135.26","Denmark","Omx Nordic Exchange Copenhagen A/S","DKK"
"COH","COCHLEAR LTD","Health Care","Equity","20,309,140.43","0.02","20,309,140.43","103,013.00","197.15","Australia","Asx - All Markets","AUD"
"SGE","THE SAGE GROUP PLC","Information Technology","Equity","20,242,120.03","0.02","20,242,120.03","1,375,634.00","14.71","United Kingdom","London Stock Exchange","GBP"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","20,211,683.20","0.02","20,211,683.20","66,320.00","304.76","United States","NASDAQ","USD"
"11","HANG SENG BANK LTD","Financials","Equity","20,103,103.22","0.02","20,103,103.22","1,400,615.00","14.35","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"8795","T&D HOLDINGS INC","Financials","Equity","20,031,035.00","0.02","20,031,035.00","757,205.00","26.45","Japan","Tokyo Stock Exchange","JPY"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","19,980,372.48","0.02","19,980,372.48","161,968.00","123.36","United States","NASDAQ","USD"
"7733","OLYMPUS CORP","Health Care","Equity","19,966,718.72","0.02","19,966,718.72","1,631,400.00","12.24","Japan","Tokyo Stock Exchange","JPY"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","19,832,927.88","0.02","19,832,927.88","4,448,273.00","4.46","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"ENTG","ENTEGRIS INC","Information Technology","Equity","19,764,733.50","0.02","19,764,733.50","236,025.00","83.74","United States","NASDAQ","USD"
"CCH","COCA COLA HBC AG","Consumer Staples","Equity","19,751,209.99","0.02","19,751,209.99","391,436.00","50.46","United Kingdom","London Stock Exchange","GBP"
"STMN","STRAUMANN HOLDING AG","Health Care","Equity","19,694,846.72","0.02","19,694,846.72","165,907.00","118.71","Switzerland","SIX Swiss Exchange","CHF"
"ARX","ARC RESOURCES LTD","Energy","Equity","19,650,240.76","0.02","19,650,240.76","1,022,214.00","19.22","Canada","Toronto Stock Exchange","CAD"
"WSO","WATSCO INC","Industrials","Equity","19,558,887.04","0.02","19,558,887.04","48,608.00","402.38","United States","New York Stock Exchange Inc.","USD"
"9104","MITSUI OSK LINES LTD","Industrials","Equity","19,560,484.81","0.02","19,560,484.81","609,300.00","32.10","Japan","Tokyo Stock Exchange","JPY"
"1928","SEKISUI HOUSE LTD","Consumer Discretionary","Equity","19,529,573.06","0.02","19,529,573.06","860,113.00","22.71","Japan","Tokyo Stock Exchange","JPY"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Utilities","Equity","19,440,953.75","0.02","19,440,953.75","1,954,307.00","9.95","Italy","Borsa Italiana","EUR"
"AGI","ALAMOS GOLD INC CLASS A","Materials","Equity","19,401,325.77","0.02","19,401,325.77","637,545.00","30.43","Canada","Toronto Stock Exchange","CAD"
"CCK","CROWN HOLDINGS INC","Materials","Equity","19,357,832.68","0.02","19,357,832.68","194,786.00","99.38","United States","New York Stock Exchange Inc.","USD"
"DKS","DICKS SPORTING INC","Consumer Discretionary","Equity","19,337,348.80","0.02","19,337,348.80","90,871.00","212.80","United States","New York Stock Exchange Inc.","USD"
"2503","KIRIN HOLDINGS LTD","Consumer Staples","Equity","19,314,094.45","0.02","19,314,094.45","1,314,760.00","14.69","Japan","Tokyo Stock Exchange","JPY"
"KOG","KONGSBERG GRUPPEN","Industrials","Equity","19,305,993.79","0.02","19,305,993.79","625,315.00","30.87","Norway","Oslo Bors Asa","NOK"
"ANTO","ANTOFAGASTA PLC","Materials","Equity","19,272,618.67","0.02","19,272,618.67","662,808.00","29.08","United Kingdom","London Stock Exchange","GBP"
"CPU","COMPUTERSHARE LTD","Industrials","Equity","19,134,903.10","0.02","19,134,903.10","777,102.00","24.62","Australia","Asx - All Markets","AUD"
"PST","POSTE ITALIANE","Financials","Equity","19,119,787.11","0.02","19,119,787.11","815,060.00","23.46","Italy","Borsa Italiana","EUR"
"OC","OWENS CORNING","Industrials","Equity","19,078,197.48","0.02","19,078,197.48","127,044.00","150.17","United States","New York Stock Exchange Inc.","USD"
"TLS","TELSTRA GROUP LTD","Communication","Equity","19,027,881.99","0.02","19,027,881.99","5,826,702.00","3.27","Australia","Asx - All Markets","AUD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","18,965,239.56","0.02","18,965,239.56","230,049.00","82.44","United States","New York Stock Exchange Inc.","USD"
"TOU","TOURMALINE OIL CORP","Energy","Equity","18,965,898.15","0.02","18,965,898.15","447,123.00","42.42","Canada","Toronto Stock Exchange","CAD"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","18,915,882.18","0.02","18,915,882.18","1,054,397.00","17.94","United States","New York Stock Exchange Inc.","USD"
"SPSN","SWISS PRIME SITE AG","Real Estate","Equity","18,868,698.41","0.02","18,868,698.41","135,763.00","138.98","Switzerland","SIX Swiss Exchange","CHF"
"MONC","MONCLER","Consumer Discretionary","Equity","18,873,164.70","0.02","18,873,164.70","326,216.00","57.85","Italy","Borsa Italiana","EUR"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","18,864,710.70","0.02","18,864,710.70","168,465.00","111.98","United States","New York Stock Exchange Inc.","USD"
"SY1","SYMRISE AG","Materials","Equity","18,818,362.75","0.02","18,818,362.75","193,874.00","97.07","Germany","Xetra","EUR"
"1812","KAJIMA CORP","Industrials","Equity","18,805,699.18","0.02","18,805,699.18","624,067.00","30.13","Japan","Tokyo Stock Exchange","JPY"
"EVO","EVOLUTION","Consumer Discretionary","Equity","18,791,305.55","0.02","18,791,305.55","217,455.00","86.41","Sweden","Nasdaq Omx Nordic","SEK"
"AGN","AEGON LTD","Financials","Equity","18,759,071.06","0.02","18,759,071.06","2,385,709.00","7.86","Netherlands","Euronext Amsterdam","EUR"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","18,751,673.49","0.02","18,751,673.49","236,973.00","79.13","United States","NASDAQ","USD"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","18,729,685.80","0.02","18,729,685.80","222,390.00","84.22","United States","New York Stock Exchange Inc.","USD"
"9531","TOKYO GAS LTD","Utilities","Equity","18,678,472.52","0.02","18,678,472.52","479,246.00","38.97","Japan","Tokyo Stock Exchange","JPY"
"ADM","ADMIRAL GROUP PLC","Financials","Equity","18,628,290.19","0.02","18,628,290.19","381,474.00","48.83","United Kingdom","London Stock Exchange","GBP"
"G1A","GEA GROUP AG","Industrials","Equity","18,637,500.63","0.02","18,637,500.63","254,418.00","73.26","Germany","Xetra","EUR"
"1CO","COVESTRO V AG","Materials","Equity","18,627,391.73","0.02","18,627,391.73","266,419.00","69.92","Germany","Xetra","EUR"
"BZFUT","CASH COLLATERAL USD BZFUT","Cash and/or Derivatives","Cash Collateral and Margins","18,497,900.00","0.02","18,497,900.00","18,497,900.00","100.00","United States","-","USD"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","18,142,856.06","0.02","18,142,856.06","395,695.00","45.85","Canada","Toronto Stock Exchange","CAD"
"GLPI","GAMING AND LEISURE PROPERTIES REIT","Real Estate","Equity","18,151,380.75","0.02","18,151,380.75","378,075.00","48.01","United States","NASDAQ","USD"
"NDSN","NORDSON CORP","Industrials","Equity","18,128,973.69","0.02","18,128,973.69","80,541.00","225.09","United States","NASDAQ","USD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","18,138,828.96","0.02","18,138,828.96","125,104.00","144.99","United States","NASDAQ","USD"
"9532","OSAKA GAS LTD","Utilities","Equity","18,112,968.37","0.02","18,112,968.37","628,111.00","28.84","Japan","Tokyo Stock Exchange","JPY"
"EVN","EVOLUTION MINING LTD","Materials","Equity","18,113,164.60","0.02","18,113,164.60","3,035,391.00","5.97","Australia","Asx - All Markets","AUD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","18,071,602.64","0.02","18,071,602.64","502,268.00","35.98","United States","NASDAQ","USD"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materials","Equity","18,044,681.94","0.02","18,044,681.94","905,185.00","19.93","Australia","Asx - All Markets","AUD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","18,042,842.16","0.02","18,042,842.16","110,516.00","163.26","United States","NASDAQ","USD"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","18,004,498.63","0.02","18,004,498.63","531,324.00","33.89","Canada","Toronto Stock Exchange","CAD"
"4684","OBIC LTD","Information Technology","Equity","17,970,380.85","0.02","17,970,380.85","503,920.00","35.66","Japan","Tokyo Stock Exchange","JPY"
"6383","DAIFUKU LTD","Industrials","Equity","17,971,256.49","0.02","17,971,256.49","555,100.00","32.37","Japan","Tokyo Stock Exchange","JPY"
"BNZL","BUNZL","Industrials","Equity","17,948,096.24","0.02","17,948,096.24","526,902.00","34.06","United Kingdom","London Stock Exchange","GBP"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","17,917,928.04","0.02","17,917,928.04","725,716.00","24.69","United States","New York Stock Exchange Inc.","USD"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrials","Equity","17,857,539.81","0.02","17,857,539.81","86,488.00","206.47","Switzerland","SIX Swiss Exchange","CHF"
