Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"002736","GUOSEN SECURITIES LTD A","Financials","Equity","2,576,651.55","0.01","2,576,651.55","1,263,427.00","2.04","China","Shenzhen Stock Exchange","CNY"
"603986","GIGADEVICE SEMICONDUCTOR INC A","Information Technology","Equity","2,578,808.36","0.01","2,578,808.36","105,205.00","24.51","China","Shanghai Stock Exchange","CNY"
"001440","TAIHAN ELECTRIC WIRE LTD","Industrials","Equity","2,567,753.71","0.01","2,567,753.71","234,480.00","10.95","Korea (South)","Korea Exchange (Stock Market)","KRW"
"MTC.R","MUANGTHAI CAPITAL ORS NON-VOTING D","Financials","Equity","2,565,106.78","0.01","2,565,106.78","2,255,200.00","1.14","Thailand","Stock Exchange Of Thailand","THB"
"PARADEEP","PARADEEP PHOSPHATES LTD","Materials","Equity","2,566,565.23","0.01","2,566,565.23","991,869.00","2.59","India","National Stock Exchange Of India","INR"
"CCU","COMPANIA CERVECERIAS UNIDAS SA","Consumer Staples","Equity","2,562,834.40","0.01","2,562,834.40","414,347.00","6.19","Chile","Santiago Stock Exchange","CLP"
"5234","DAXIN MATERIALS CORP","Materials","Equity","2,556,567.73","0.01","2,556,567.73","200,000.00","12.78","Taiwan","Taiwan Stock Exchange","TWD"
"TATAINVEST","TATA INVESTMENT CORPORATION LTD","Financials","Equity","2,554,682.89","0.01","2,554,682.89","33,056.00","77.28","India","National Stock Exchange Of India","INR"
"NMDCENR","NMDC ENERGY PJSC","Energy","Equity","2,554,802.76","0.01","2,554,802.76","3,814,549.00","0.67","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"600346","HENGLI PETROCHEMICAL LTD A","Materials","Equity","2,550,890.75","0.01","2,550,890.75","1,025,300.00","2.49","China","Shanghai Stock Exchange","CNY"
"GSPL","GUJARAT STATE PETRONET LTD","Utilities","Equity","2,552,128.13","0.01","2,552,128.13","766,823.00","3.33","India","National Stock Exchange Of India","INR"
"051600","KEPCO PLANT SERVICE & ENGINEERING","Industrials","Equity","2,546,159.85","0.01","2,546,159.85","71,175.00","35.77","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HBLENGINE","HBL ENGINEERING LTD","Industrials","Equity","2,547,288.84","0.01","2,547,288.84","267,756.00","9.51","India","National Stock Exchange Of India","INR"
"103140","POONGSANORATION CORP","Materials","Equity","2,543,120.34","0.01","2,543,120.34","30,058.00","84.61","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BEML","BEML LTD","Industrials","Equity","2,539,170.52","0.01","2,539,170.52","57,521.00","44.14","India","National Stock Exchange Of India","INR"
"2276","SHANGHAI CONANT OPTICAL CO -100 LT","Health Care","Equity","2,541,119.13","0.01","2,541,119.13","410,000.00","6.20","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MGL","MAHANAGAR GAS LTD","Utilities","Equity","2,536,977.90","0.01","2,536,977.90","176,917.00","14.34","India","National Stock Exchange Of India","INR"
"4123","CENTER LABORATORIES INC","Health Care","Equity","2,537,482.54","0.01","2,537,482.54","2,066,901.00","1.23","Taiwan","Gretai Securities Market","TWD"
"CARBORUNIV","CARBORUNDUM UNIVERSAL LTD","Materials","Equity","2,531,894.85","0.01","2,531,894.85","239,276.00","10.58","India","National Stock Exchange Of India","INR"
"JKLAKSHMI","JK LAKSHMI CEMENT LTD","Materials","Equity","2,529,413.06","0.01","2,529,413.06","235,546.00","10.74","India","National Stock Exchange Of India","INR"
"ELPE","HELLENIQ ENERGY HOLDINGS S A SA","Energy","Equity","2,530,028.27","0.01","2,530,028.27","255,959.00","9.88","Greece","Athens Exchange S.A. Cash Market","EUR"
"002493","RONGSHENG PETRO CHEMICAL LTD A","Materials","Equity","2,526,157.77","0.01","2,526,157.77","1,809,500.00","1.40","China","Shenzhen Stock Exchange","CNY"
"039200","OSCOTEC INC","Health Care","Equity","2,522,102.26","0.01","2,522,102.26","95,634.00","26.37","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"PSSA3","PORTO SEGURO SA","Financials","Equity","2,522,134.93","0.01","2,522,134.93","264,812.00","9.52","Brazil","XBSP","BRL"
"375500","DL E&C LTD","Industrials","Equity","2,524,367.49","0.01","2,524,367.49","84,662.00","29.82","Korea (South)","Korea Exchange (Stock Market)","KRW"
"600886","SDIC POWER HOLDINGS LTD A","Utilities","Equity","2,519,640.05","0.01","2,519,640.05","1,269,500.00","1.98","China","Shanghai Stock Exchange","CNY"
"251270","NETMARBLE CORP","Communication","Equity","2,517,248.65","0.01","2,517,248.65","59,454.00","42.34","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3563","MACHVISION INC","Information Technology","Equity","2,518,757.96","0.01","2,518,757.96","129,000.00","19.53","Taiwan","Taiwan Stock Exchange","TWD"
"601229","BANK OF SHANGHAI LTD A","Financials","Equity","2,514,373.87","0.01","2,514,373.87","1,892,252.00","1.33","China","Shanghai Stock Exchange","CNY"
"GRANULES","GRANULES INDIA LTD","Health Care","Equity","2,514,840.24","0.01","2,514,840.24","430,035.00","5.85","India","National Stock Exchange Of India","INR"
"000538","YUNNAN BAIYAO GROUP LTD A","Health Care","Equity","2,512,702.95","0.01","2,512,702.95","302,355.00","8.31","China","Shenzhen Stock Exchange","CNY"
"2350","SAUDI KAYAN PETROCHEMICAL","Materials","Equity","2,513,143.99","0.01","2,513,143.99","1,905,217.00","1.32","Saudi Arabia","Saudi Stock Exchange","SAR"
"EMPOWER","EMIRATES CENTRAL COOLING SYSTEMS C","Utilities","Equity","2,509,566.00","0.01","2,509,566.00","5,586,446.00","0.45","United Arab Emirates","Dubai Financial Market","AED"
"EGCO.R","ELECTRICITY GENERATING NON-VOTING","Utilities","Equity","2,499,107.09","0.01","2,499,107.09","693,100.00","3.61","Thailand","Stock Exchange Of Thailand","THB"
"INTELLECT","INTELLECT DESIGN ARENA LTD","Information Technology","Equity","2,491,983.93","0.01","2,491,983.93","222,106.00","11.22","India","National Stock Exchange Of India","INR"
"GABRIEL","GABRIEL INDIA LTD","Consumer Discretionary","Equity","2,484,886.05","0.01","2,484,886.05","178,274.00","13.94","India","National Stock Exchange Of India","INR"
"2223","SAUDI ARAMCO BASE OIL COMPANY","Materials","Equity","2,487,446.25","0.01","2,487,446.25","109,302.00","22.76","Saudi Arabia","Saudi Stock Exchange","SAR"
"300014","EVE ENERGY LTD A","Industrials","Equity","2,482,880.53","0.01","2,482,880.53","317,055.00","7.83","China","Shenzhen Stock Exchange","CNY"
"3081","LAND MARK CORP","Information Technology","Equity","2,471,319.42","0.01","2,471,319.42","164,900.00","14.99","Taiwan","Gretai Securities Market","TWD"
"4015","JAMJOOM PHARMA","Health Care","Equity","2,459,920.69","0.01","2,459,920.69","58,722.00","41.89","Saudi Arabia","Saudi Stock Exchange","SAR"
"NCC","NCC LTD","Industrials","Equity","2,458,812.62","0.01","2,458,812.62","1,027,432.00","2.39","India","National Stock Exchange Of India","INR"
"3376","SHIN ZU SHING LTD","Industrials","Equity","2,454,903.91","0.01","2,454,903.91","315,909.00","7.77","Taiwan","Taiwan Stock Exchange","TWD"
"3339","LONKING HOLDINGS LTD","Industrials","Equity","2,455,144.31","0.01","2,455,144.31","6,910,079.00","0.36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1609","TA YA ELECTRIC WIRE & CABLE LTD","Industrials","Equity","2,445,012.60","0.01","2,445,012.60","1,830,890.00","1.34","Taiwan","Taiwan Stock Exchange","TWD"
"600958","ORIENT SECURITIES LTD A","Financials","Equity","2,445,369.63","0.01","2,445,369.63","1,545,283.00","1.58","China","Shanghai Stock Exchange","CNY"
"JMFINANCIL","JM FINANCIAL LTD","Financials","Equity","2,439,758.76","0.01","2,439,758.76","1,162,748.00","2.10","India","National Stock Exchange Of India","INR"
"1907","YFY INC","Materials","Equity","2,439,837.40","0.01","2,439,837.40","3,001,000.00","0.81","Taiwan","Taiwan Stock Exchange","TWD"
"600570","HUNDSUN TECHNOLOGIES INC A","Information Technology","Equity","2,440,840.58","0.01","2,440,840.58","450,438.00","5.42","China","Shanghai Stock Exchange","CNY"
"LTFOODS","LT FOODS LTD","Consumer Staples","Equity","2,436,768.73","0.01","2,436,768.73","497,514.00","4.90","India","National Stock Exchange Of India","INR"
"9941","YULON FINANCE CORP","Financials","Equity","2,437,587.23","0.01","2,437,587.23","717,846.00","3.40","Taiwan","Taiwan Stock Exchange","TWD"
"204320","HL MANDO CORP","Consumer Discretionary","Equity","2,433,358.74","0.01","2,433,358.74","95,116.00","25.58","Korea (South)","Korea Exchange (Stock Market)","KRW"
"011170","LOTTE CHEMICAL CORP","Materials","Equity","2,432,884.39","0.01","2,432,884.39","54,858.00","44.35","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AADHARHFC","AADHAR HOUSING FINANCE LTD","Financials","Equity","2,427,531.26","0.01","2,427,531.26","426,644.00","5.69","India","National Stock Exchange Of India","INR"
"600438","TONGWEI LTD A","Information Technology","Equity","2,422,115.18","0.01","2,422,115.18","765,294.00","3.16","China","Shanghai Stock Exchange","CNY"
"600584","JCET GROUP LTD A","Information Technology","Equity","2,417,297.18","0.01","2,417,297.18","419,100.00","5.77","China","Shanghai Stock Exchange","CNY"
"2645","EVERGREEN AVIATION TECHNOLOGIES CO","Industrials","Equity","2,417,866.59","0.01","2,417,866.59","396,000.00","6.11","Taiwan","Taiwan Stock Exchange","TWD"
"022100","POSCO DX COMPANY LTD","Information Technology","Equity","2,414,843.27","0.01","2,414,843.27","155,073.00","15.57","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2060","NATIONAL INDUSTRIALIZATION","Materials","Equity","2,410,357.70","0.01","2,410,357.70","846,128.00","2.85","Saudi Arabia","Saudi Stock Exchange","SAR"
"TBOTEK","TBO TEK LTD","Consumer Discretionary","Equity","2,408,457.51","0.01","2,408,457.51","156,083.00","15.43","India","National Stock Exchange Of India","INR"
"GRUPOSURA","GRUPO DE INVERSIONES SURAMERICANA","Financials","Equity","2,406,153.04","0.01","2,406,153.04","211,515.00","11.38","Colombia","Bolsa De Valores De Colombia","COP"
"IIFL","IIFL FINANCE LTD","Financials","Equity","2,406,382.72","0.01","2,406,382.72","483,476.00","4.98","India","National Stock Exchange Of India","INR"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","Information Technology","Equity","2,406,986.63","0.01","2,406,986.63","246,023.00","9.78","China","Shenzhen Stock Exchange","CNY"
"601727","SHANGHAI ELECTRIC GROUP LTD A","Industrials","Equity","2,398,957.16","0.01","2,398,957.16","1,944,900.00","1.23","China","Shanghai Stock Exchange","CNY"
"AXREIT","AXIS REITS UNITS TRUST","Real Estate","Equity","2,399,715.98","0.01","2,399,715.98","4,970,000.00","0.48","Malaysia","Bursa Malaysia","MYR"
"ZFCVINDIA","ZF COMMERCIAL VEHICLE CONTROL SYST","Consumer Discretionary","Equity","2,399,731.48","0.01","2,399,731.48","14,893.00","161.13","India","National Stock Exchange Of India","INR"
"2838","UNION BANK OF TAIWAN","Financials","Equity","2,390,706.88","0.01","2,390,706.88","4,332,555.00","0.55","Taiwan","Taiwan Stock Exchange","TWD"
"240810","WONIK IPS LTD","Information Technology","Equity","2,390,883.96","0.01","2,390,883.96","84,776.00","28.20","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"SUNDRMFAST","SUNDRAM FASTENERS LTD","Consumer Discretionary","Equity","2,392,444.26","0.01","2,392,444.26","207,143.00","11.55","India","National Stock Exchange Of India","INR"
"DIRR3","DIRECIONAL ENGENHARIA SA","Consumer Discretionary","Equity","2,388,109.94","0.01","2,388,109.94","857,081.00","2.79","Brazil","XBSP","BRL"
"1314","CHINA PETROCHEMICAL DEVELOPMENT CO","Materials","Equity","2,389,733.60","0.01","2,389,733.60","10,193,645.00","0.23","Taiwan","Taiwan Stock Exchange","TWD"
"PIK","PICK N PAY STORES LTD","Consumer Staples","Equity","2,383,443.78","0.01","2,383,443.78","1,540,329.00","1.55","South Africa","Johannesburg Stock Exchange","ZAR"
"ZAB","ZABKA GROUP SOCIETE ANONYME SA","Consumer Staples","Equity","2,383,513.28","0.01","2,383,513.28","400,406.00","5.95","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"PVRINOX","PVR INOX LTD","Communication","Equity","2,379,570.16","0.01","2,379,570.16","187,511.00","12.69","India","National Stock Exchange Of India","INR"
"TITAGARH","TITAGARH RAIL SYSTEMS LTD","Industrials","Equity","2,374,196.52","0.01","2,374,196.52","248,407.00","9.56","India","National Stock Exchange Of India","INR"
"089030","TECHWING INC","Information Technology","Equity","2,374,258.06","0.01","2,374,258.06","92,417.00","25.69","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"010060","OCI HOLDINGS COMPANY LTD","Materials","Equity","2,375,476.14","0.01","2,375,476.14","38,491.00","61.72","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL SA","Materials","Equity","2,367,917.68","0.01","2,367,917.68","1,708,685.00","1.39","Brazil","XBSP","BRL"
"688271","SHANGHAI UNITED IMAGING HEALTHCARE","Health Care","Equity","2,365,732.32","0.01","2,365,732.32","110,967.00","21.32","China","Shanghai Stock Exchange","CNY"
"006360","GS ENGINEERING & CONSTRUCTION CORP","Industrials","Equity","2,363,493.33","0.01","2,363,493.33","178,511.00","13.24","Korea (South)","Korea Exchange (Stock Market)","KRW"
"004170","SHINSEGAE INC","Consumer Discretionary","Equity","2,359,130.39","0.01","2,359,130.39","20,021.00","117.83","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CUB","CITY UNION BANK LTD","Financials","Equity","2,360,415.93","0.01","2,360,415.93","1,055,043.00","2.24","India","National Stock Exchange Of India","INR"
"2186","LUYE PHARMA GROUP LTD","Health Care","Equity","2,356,848.48","0.01","2,356,848.48","4,861,000.00","0.48","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"017960","HANKUK CARBON LTD","Materials","Equity","2,347,250.59","0.01","2,347,250.59","101,897.00","23.04","Korea (South)","Korea Exchange (Stock Market)","KRW"
"383220","F&F LTD","Consumer Discretionary","Equity","2,342,505.71","0.01","2,342,505.71","49,989.00","46.86","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TECHNOE","TECHNO ELECTRIC AND ENGINEERING LT","Industrials","Equity","2,343,854.17","0.01","2,343,854.17","136,384.00","17.19","India","National Stock Exchange Of India","INR"
"IXIGO","LE TRAVENUES TECHNOLOGY LTD","Consumer Discretionary","Equity","2,340,287.92","0.01","2,340,287.92","693,953.00","3.37","India","National Stock Exchange Of India","INR"
"CRISIL","CRISIL LTD","Financials","Equity","2,331,925.14","0.01","2,331,925.14","40,547.00","57.51","India","National Stock Exchange Of India","INR"
"9933","CTCI CORP","Industrials","Equity","2,328,482.45","0.01","2,328,482.45","2,228,576.00","1.04","Taiwan","Taiwan Stock Exchange","TWD"
"JPPOWER","JAIPRAKASH POWER VENTURES LTD","Utilities","Equity","2,329,472.22","0.01","2,329,472.22","11,094,080.00","0.21","India","National Stock Exchange Of India","INR"
"601600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","2,329,603.91","0.01","2,329,603.91","2,117,239.00","1.10","China","Shanghai Stock Exchange","CNY"
"600795","GD POWER DEVELOPMENT LTD A","Utilities","Equity","2,321,692.78","0.01","2,321,692.78","3,373,500.00","0.69","China","Shanghai Stock Exchange","CNY"
"002001","ZHEJIANG NHU LTD A","Materials","Equity","2,321,098.96","0.01","2,321,098.96","666,921.00","3.48","China","Shenzhen Stock Exchange","CNY"
"300251","BEIJING ENLIGHT MEDIA LTD A","Communication","Equity","2,316,922.65","0.01","2,316,922.65","831,900.00","2.79","China","Shenzhen Stock Exchange","CNY"
"1052","YUEXIU TRANSPORT INFRASTRUCTURE LT","Industrials","Equity","2,317,801.51","0.01","2,317,801.51","4,222,000.00","0.55","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"AADI","ADARO ANDALAN INDONESIA","Energy","Equity","2,313,808.71","0.01","2,313,808.71","5,387,400.00","0.43","Indonesia","Indonesia Stock Exchange","IDR"
"HOMEFIRST","HOME FIRST FINANCE INDIA LTD","Financials","Equity","2,314,141.79","0.01","2,314,141.79","166,539.00","13.90","India","National Stock Exchange Of India","INR"
"SJVN","SJVN LTD","Utilities","Equity","2,314,763.70","0.01","2,314,763.70","2,168,969.00","1.07","India","National Stock Exchange Of India","INR"
"2458","ELAN MICROELECTRONICS CORP","Information Technology","Equity","2,311,808.21","0.01","2,311,808.21","592,500.00","3.90","Taiwan","Taiwan Stock Exchange","TWD"
"HINDCOPPER","HINDUSTAN COPPER LTD","Materials","Equity","2,309,251.31","0.01","2,309,251.31","874,834.00","2.64","India","National Stock Exchange Of India","INR"
"3406","GENIUS ELECTRONIC OPTICAL LTD","Information Technology","Equity","2,305,329.42","0.01","2,305,329.42","159,021.00","14.50","Taiwan","Taiwan Stock Exchange","TWD"
"SRE","SALHIYA REAL EST","Real Estate","Equity","2,307,222.90","0.01","2,307,222.90","1,775,748.00","1.30","Kuwait","Kuwait Stock Exchange","KWD"
"IRB","IRB INFRASTRUCTURE DEVELOPERS LTD","Industrials","Equity","2,301,221.91","0.01","2,301,221.91","4,689,710.00","0.49","India","National Stock Exchange Of India","INR"
"601336","NEW CHINA LIFE INSURANCE LTD A","Financials","Equity","2,301,250.00","0.01","2,301,250.00","249,704.00","9.22","China","Shanghai Stock Exchange","CNY"
"PORT3","WILSON SONS HOLDING BRASIL SA","Industrials","Equity","2,296,671.90","0.01","2,296,671.90","696,924.00","3.30","Brazil","XBSP","BRL"
"533581","PG ELECTROPLAST LTD","Information Technology","Equity","2,293,754.53","0.01","2,293,754.53","364,559.00","6.29","India","Bse Ltd","INR"
"6531","AP MEMORY TECHNOLOGY CORP","Information Technology","Equity","2,294,903.19","0.01","2,294,903.19","226,000.00","10.15","Taiwan","Taiwan Stock Exchange","TWD"
"BAATABAK","PHILIP MORRIS","Consumer Staples","Equity","2,290,162.03","0.01","2,290,162.03","2,652.00","863.56","Czech Republic","Prague Stock Exchange","CZK"
"300765","CSPC INNOVATION PHARMACEUTICAL LTD","Health Care","Equity","2,290,886.74","0.01","2,290,886.74","286,940.00","7.98","China","Shenzhen Stock Exchange","CNY"
"3714","ENNOSTAR INC","Information Technology","Equity","2,292,914.10","0.01","2,292,914.10","1,845,600.00","1.24","Taiwan","Taiwan Stock Exchange","TWD"
"140410","MEZZION PHARMA LTD","Health Care","Equity","2,287,781.92","0.01","2,287,781.92","75,367.00","30.36","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"002938","AVARY HOLDING (SHENZHEN) LTD A","Information Technology","Equity","2,289,787.09","0.01","2,289,787.09","279,300.00","8.20","China","Shenzhen Stock Exchange","CNY"
"CPFE3","CPFL ENERGIA SA","Utilities","Equity","2,285,859.28","0.01","2,285,859.28","320,707.00","7.13","Brazil","XBSP","BRL"
"GPSC.R","GLOBAL POWER SYNERGY PCL NON-VOTIN","Utilities","Equity","2,285,903.74","0.01","2,285,903.74","1,779,700.00","1.28","Thailand","Stock Exchange Of Thailand","THB"
"000938","UNISPLENDOUR CORP LTD A","Information Technology","Equity","2,284,354.39","0.01","2,284,354.39","560,244.00","4.08","China","Shenzhen Stock Exchange","CNY"
"6955","SHANDONG BOAN BIOTECHNOLOGY LTD H","Health Care","Equity","2,278,787.88","0.01","2,278,787.88","1,260,000.00","1.81","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"RAINBOW","RAINBOW CHILDRENS MEDICARE LTD","Health Care","Equity","2,279,262.16","0.01","2,279,262.16","133,960.00","17.01","India","National Stock Exchange Of India","INR"
"336260","DOOSAN FUEL CELL LTD","Industrials","Equity","2,279,662.22","0.01","2,279,662.22","121,713.00","18.73","Korea (South)","Korea Exchange (Stock Market)","KRW"
"601868","CHINA ENERGY ENGINEERING CORP LTD","Industrials","Equity","2,277,716.27","0.01","2,277,716.27","6,687,300.00","0.34","China","Shanghai Stock Exchange","CNY"
"AARTIIND","AARTI INDUSTRIES LTD","Materials","Equity","2,278,642.43","0.01","2,278,642.43","532,254.00","4.28","India","National Stock Exchange Of India","INR"
"LACOMERUBC","LA COMER UBC","Consumer Staples","Equity","2,274,066.83","0.01","2,274,066.83","1,008,352.00","2.26","Mexico","Bolsa Mexicana De Valores","MXN"
"034230","PARADISE LTD","Consumer Discretionary","Equity","2,275,486.26","0.01","2,275,486.26","153,554.00","14.82","Korea (South)","Korea Exchange (Stock Market)","KRW"
"4090","TAIBA INVESTMENTS","Real Estate","Equity","2,270,312.19","0.01","2,270,312.19","228,652.00","9.93","Saudi Arabia","Saudi Stock Exchange","SAR"
"MAPI","MITRA ADIPERKASA","Consumer Discretionary","Equity","2,270,953.52","0.01","2,270,953.52","31,325,800.00","0.07","Indonesia","Indonesia Stock Exchange","IDR"
"KTC.R","KRUNGTHAI CARD NON-VOTING DR PCL","Financials","Equity","2,267,250.85","0.01","2,267,250.85","2,738,500.00","0.83","Thailand","Stock Exchange Of Thailand","THB"
"450080","ECOPRO MATERIALS LTD","Industrials","Equity","2,269,276.21","0.01","2,269,276.21","64,404.00","35.24","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CASTROLIND","CASTROL INDIA LTD","Materials","Equity","2,264,598.52","0.01","2,264,598.52","1,002,059.00","2.26","India","National Stock Exchange Of India","INR"
"600436","ZHANGZHOU PIENTZEHUANG PHARMACEUTI","Health Care","Equity","2,266,233.37","0.01","2,266,233.37","77,983.00","29.06","China","Shanghai Stock Exchange","CNY"
"601669","POWER CONSTRUCTION CORPORATION OF","Industrials","Equity","2,261,561.59","0.01","2,261,561.59","2,758,100.00","0.82","China","Shanghai Stock Exchange","CNY"
"ECL","ENGIE ENERGIA CHILE SA","Utilities","Equity","2,264,070.11","0.01","2,264,070.11","1,797,217.00","1.26","Chile","Santiago Stock Exchange","CLP"
"6110","TOPSPORTS INTERNATIONAL HOLDINGS L","Consumer Discretionary","Equity","2,264,188.55","0.01","2,264,188.55","5,551,000.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PARKIN","PARKIN COMPANY","Industrials","Equity","2,258,714.88","0.01","2,258,714.88","1,399,032.00","1.61","United Arab Emirates","Dubai Financial Market","AED"
"9958","CENTURY IRON AND STEEL INDUSTRIAL","Materials","Equity","2,260,815.62","0.01","2,260,815.62","389,000.00","5.81","Taiwan","Taiwan Stock Exchange","TWD"
"2602","ONEWO INC H","Real Estate","Equity","2,256,301.68","0.01","2,256,301.68","686,600.00","3.29","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GLAND","GLAND PHARMA LTD","Health Care","Equity","2,256,701.30","0.01","2,256,701.30","106,378.00","21.21","India","National Stock Exchange Of India","INR"
"LEMONTREE","LEMON TREE HOTELS LTD","Consumer Discretionary","Equity","2,256,816.96","0.01","2,256,816.96","1,169,393.00","1.93","India","National Stock Exchange Of India","INR"
"688036","SHENZHEN TRANSSION HOLDINGS LTD A","Information Technology","Equity","2,253,708.79","0.01","2,253,708.79","178,654.00","12.61","China","Shanghai Stock Exchange","CNY"
"9914","MERIDA INDUSTRY LTD","Consumer Discretionary","Equity","2,251,689.69","0.01","2,251,689.69","613,000.00","3.67","Taiwan","Taiwan Stock Exchange","TWD"
"140860","PARKSYSTEMS CORP","Information Technology","Equity","2,252,819.16","0.01","2,252,819.16","12,239.00","184.07","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"2050","SAVOLA GROUP","Consumer Staples","Equity","2,247,909.85","0.01","2,247,909.85","353,690.00","6.36","Saudi Arabia","Saudi Stock Exchange","SAR"
"000338","WEICHAI POWER LTD A","Industrials","Equity","2,248,060.60","0.01","2,248,060.60","1,082,955.00","2.08","China","Shenzhen Stock Exchange","CNY"
"2556","MARKETINGFORCE MANAGEMENT LTD","Information Technology","Equity","2,248,360.43","0.01","2,248,360.43","311,900.00","7.21","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"004370","NONGSHIM LTD","Consumer Staples","Equity","2,248,433.44","0.01","2,248,433.44","7,312.00","307.50","Korea (South)","Korea Exchange (Stock Market)","KRW"
"UNIP6","UNIPAR PARTICIPACOES PREF CLASS B","Materials","Equity","2,244,684.79","0.01","2,244,684.79","187,201.00","11.99","Brazil","XBSP","BRL"
"NUVAMA","NUVAMA WEALTH MANAGEMENT LTD","Financials","Equity","2,244,277.20","0.01","2,244,277.20","30,692.00","73.12","India","National Stock Exchange Of India","INR"
"2101","NAN KANG RUBBER TIRE CORP LTD","Consumer Discretionary","Equity","2,239,261.11","0.01","2,239,261.11","1,721,000.00","1.30","Taiwan","Taiwan Stock Exchange","TWD"
"SAGILITY","SAGILITY INDIA LTD","Industrials","Equity","2,239,708.18","0.01","2,239,708.18","4,385,018.00","0.51","India","National Stock Exchange Of India","INR"
"4915","PRIMAX ELECTRONICS LTD","Information Technology","Equity","2,240,513.27","0.01","2,240,513.27","843,000.00","2.66","Taiwan","Taiwan Stock Exchange","TWD"
"5289","INNODISK CORP","Information Technology","Equity","2,235,787.30","0.01","2,235,787.30","242,391.00","9.22","Taiwan","Gretai Securities Market","TWD"
"BRAP4","BRADESPAR PREF SA","Materials","Equity","2,233,526.67","0.01","2,233,526.67","739,190.00","3.02","Brazil","XBSP","BRL"
"APTUS","APTUS VALUE HOUSING FINANCE INDIA","Financials","Equity","2,234,420.18","0.01","2,234,420.18","618,189.00","3.61","India","National Stock Exchange Of India","INR"
"TOWR","SARANA MENARA NUSANTARA","Communication","Equity","2,234,619.01","0.01","2,234,619.01","60,630,200.00","0.04","Indonesia","Indonesia Stock Exchange","IDR"
"002600","LINGYI ITECH (GUANGDONG) A","Information Technology","Equity","2,230,739.06","0.01","2,230,739.06","1,015,634.00","2.20","China","Shenzhen Stock Exchange","CNY"
"ODPV3","ODONTOPREV SA","Health Care","Equity","2,231,495.49","0.01","2,231,495.49","924,694.00","2.41","Brazil","XBSP","BRL"
"ORBIA*","ORBIA ADVANCE CORP SA DE CV","Materials","Equity","2,232,778.77","0.01","2,232,778.77","2,844,768.00","0.78","Mexico","Bolsa Mexicana De Valores","MXN"
"6069","SY HOLDINGS GROUP LTD","Financials","Equity","2,227,994.23","0.01","2,227,994.23","1,447,500.00","1.54","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6682","BEIJING FOURTH PARADIGM TECHNOLOGY","Information Technology","Equity","2,225,848.97","0.01","2,225,848.97","288,500.00","7.72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1514","ALLIS ELECTRIC LTD","Industrials","Equity","2,225,888.92","0.01","2,225,888.92","631,225.00","3.53","Taiwan","Taiwan Stock Exchange","TWD"
"MEZZAN","MEZZAN HOLDING CO","Consumer Staples","Equity","2,219,484.04","0.01","2,219,484.04","542,097.00","4.09","Kuwait","Kuwait Stock Exchange","KWD"
"SPALI.R","SUPALAI NON-VOTING DR PCL","Real Estate","Equity","2,220,734.45","0.01","2,220,734.45","4,512,700.00","0.49","Thailand","Stock Exchange Of Thailand","THB"
"6282","ACBEL POLYTECH INC","Industrials","Equity","2,215,777.72","0.01","2,215,777.72","2,436,719.00","0.91","Taiwan","Taiwan Stock Exchange","TWD"
"ZENSARTECH","ZENSAR TECHNOLOGIES LTD","Information Technology","Equity","2,214,216.42","0.01","2,214,216.42","248,043.00","8.93","India","National Stock Exchange Of India","INR"
"6214","SYSTEX CORP","Information Technology","Equity","2,215,692.04","0.01","2,215,692.04","585,000.00","3.79","Taiwan","Taiwan Stock Exchange","TWD"
"000408","ZANGGE MINING LTD A","Materials","Equity","2,210,983.54","0.01","2,210,983.54","287,900.00","7.68","China","Shenzhen Stock Exchange","CNY"
"ZENTEC","ZEN TECHNOLOGIES LTD","Industrials","Equity","2,207,438.56","0.01","2,207,438.56","129,368.00","17.06","India","National Stock Exchange Of India","INR"
