Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"601006","DAQIN RAILWAY LTD A","Industrials","Equity","2,208,154.99","0.01","2,208,154.99","2,553,300.00","0.86","China","Shanghai Stock Exchange","CNY"
"108490","ROBOTIS LTD","Information Technology","Equity","2,205,920.99","0.01","2,205,920.99","34,971.00","63.08","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"ELGIEQUIP","ELGI EQUIPMENTS LTD","Industrials","Equity","2,206,798.85","0.01","2,206,798.85","410,768.00","5.37","India","National Stock Exchange Of India","INR"
"GULFNAV","GULF NAVIGATION HOLDING","Industrials","Equity","2,206,989.39","0.01","2,206,989.39","1,127,437.00","1.96","United Arab Emirates","Dubai Financial Market","AED"
"BAYERCROP","BAYER CROPSCIENCE LTD","Materials","Equity","2,202,322.19","0.01","2,202,322.19","37,255.00","59.11","India","National Stock Exchange Of India","INR"
"BOURSA","BOURSA KUWAIT SECURITIES COMPANY","Financials","Equity","2,199,726.19","0.01","2,199,726.19","197,568.00","11.13","Kuwait","Kuwait Stock Exchange","KWD"
"007390","NATURECELL LTD","Health Care","Equity","2,200,038.61","0.01","2,200,038.61","148,823.00","14.78","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"AHGAZ.E","AHLATCI DOGAL GAZ DAGITIM ENERJI V","Utilities","Equity","2,200,468.49","0.01","2,200,468.49","2,602,763.00","0.85","Turkey","Istanbul Stock Exchange","TRY"
"AEGN","AEGEAN AIRLINES SA","Industrials","Equity","2,196,094.01","0.01","2,196,094.01","133,179.00","16.49","Greece","Athens Exchange S.A. Cash Market","EUR"
"6185","CANSINO BIOLOGICS INC H","Health Care","Equity","2,193,670.03","0.01","2,193,670.03","336,000.00","6.53","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2329","ORIENT SEMICONDUCTOR ELECTRONICS L","Information Technology","Equity","2,195,161.13","0.01","2,195,161.13","1,542,000.00","1.42","Taiwan","Taiwan Stock Exchange","TWD"
"1316","NEXTEER AUTOMOTIVE GROUP LTD","Consumer Discretionary","Equity","2,188,525.25","0.01","2,188,525.25","2,597,000.00","0.84","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"008930","HANMI SCIENCE LTD","Health Care","Equity","2,189,226.41","0.01","2,189,226.41","74,407.00","29.42","Korea (South)","Korea Exchange (Stock Market)","KRW"
"000831","CHINA RARE EARTH RESOURCES AND TEC","Materials","Equity","2,186,836.73","0.01","2,186,836.73","263,900.00","8.29","China","Shenzhen Stock Exchange","CNY"
"CMSINFO","CMS INFO SYSTEMS LTD","Industrials","Equity","2,181,532.12","0.01","2,181,532.12","462,200.00","4.72","India","National Stock Exchange Of India","INR"
"CREDITACC","CREDITACCESS GRAMEEN LTD","Financials","Equity","2,181,865.53","0.01","2,181,865.53","137,146.00","15.91","India","National Stock Exchange Of India","INR"
"GUBRF.E","GUBRE FABRIKALARI A","Materials","Equity","2,184,143.13","0.01","2,184,143.13","307,274.00","7.11","Turkey","Istanbul Stock Exchange","TRY"
"3450","ELITE ADVANCED LASER CORP","Information Technology","Equity","2,179,612.76","0.01","2,179,612.76","338,000.00","6.45","Taiwan","Taiwan Stock Exchange","TWD"
"JSE","JOHANNESBURG STOCK EXCHANGE LTD","Financials","Equity","2,180,892.22","0.01","2,180,892.22","302,775.00","7.20","South Africa","Johannesburg Stock Exchange","ZAR"
"WHIRL","WHIRLPOOL OF INDIA LTD","Consumer Discretionary","Equity","2,171,747.94","0.01","2,171,747.94","145,478.00","14.93","India","National Stock Exchange Of India","INR"
"3396","LEGEND HOLDINGS CORP H","Information Technology","Equity","2,168,061.05","0.01","2,168,061.05","1,499,800.00","1.45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"302440","SK BIOSCIENCE LTD","Health Care","Equity","2,168,421.64","0.01","2,168,421.64","65,193.00","33.26","Korea (South)","Korea Exchange (Stock Market)","KRW"
"IGTI11","IGUATEMI UNIT SA","Real Estate","Equity","2,164,740.20","0.01","2,164,740.20","502,690.00","4.31","Brazil","XBSP","BRL"
"EIHOTEL","EIH LTD","Consumer Discretionary","Equity","2,164,900.22","0.01","2,164,900.22","481,217.00","4.50","India","National Stock Exchange Of India","INR"
"032350","LOTTE TOUR DEVELOPMENT LTD","Consumer Discretionary","Equity","2,163,119.61","0.01","2,163,119.61","188,159.00","11.50","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TMGH","TALAAT MOUSTAFA GROUP","Real Estate","Equity","2,164,168.53","0.01","2,164,168.53","1,911,010.00","1.13","Egypt","Egyptian Exchange","EGP"
"INDIAMART","INDIAMART INTERMESH LTD","Industrials","Equity","2,154,302.97","0.01","2,154,302.97","73,076.00","29.48","India","National Stock Exchange Of India","INR"
"BOX","BOXER RETAIL LTD","Consumer Staples","Equity","2,154,637.91","0.01","2,154,637.91","558,626.00","3.86","South Africa","Johannesburg Stock Exchange","ZAR"
"SAWAD.R","SRISAWAD CORPORATION PCL NON-VOTIN","Financials","Equity","2,151,403.16","0.01","2,151,403.16","2,791,640.00","0.77","Thailand","Stock Exchange Of Thailand","THB"
"5904","POYA LTD","Consumer Discretionary","Equity","2,147,106.38","0.01","2,147,106.38","142,029.00","15.12","Taiwan","Gretai Securities Market","TWD"
"PAX","PATRIA INVESTMENTS LTD CLASS A","Financials","Equity","2,147,200.28","0.01","2,147,200.28","158,582.00","13.54","Brazil","NASDAQ","USD"
"600703","SANAN OPTOELECTRONICS LTD A","Information Technology","Equity","2,149,252.63","0.01","2,149,252.63","1,014,800.00","2.12","China","Shanghai Stock Exchange","CNY"
"103590","ILJIN ELECTRIC LTD","Industrials","Equity","2,146,584.50","0.01","2,146,584.50","84,261.00","25.48","Korea (South)","Korea Exchange (Stock Market)","KRW"
"CABLE","GULF CABLE AND ELECTRICAL INDUSTRI","Industrials","Equity","2,146,739.08","0.01","2,146,739.08","320,125.00","6.71","Kuwait","Kuwait Stock Exchange","KWD"
"3030","SAUDI CEMENT","Materials","Equity","2,146,875.95","0.01","2,146,875.95","210,349.00","10.21","Saudi Arabia","Saudi Stock Exchange","SAR"
"1798","CHINA DATANG CORPORATION RENEWABLE","Utilities","Equity","2,143,449.74","0.01","2,143,449.74","7,051,000.00","0.30","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6691","YANKEY ENGINEERING LTD","Industrials","Equity","2,139,373.58","0.01","2,139,373.58","134,959.00","15.85","Taiwan","Taiwan Stock Exchange","TWD"
"KPRMILL","KPR MILL LTD","Consumer Discretionary","Equity","2,139,519.22","0.01","2,139,519.22","191,582.00","11.17","India","National Stock Exchange Of India","INR"
"HUMANSOFT","HUMAN SOFT","Consumer Discretionary","Equity","2,136,702.16","0.01","2,136,702.16","261,776.00","8.16","Kuwait","Kuwait Stock Exchange","KWD"
"BIRET","BROOKFIELD INDIA REAL ESTATE TRUST","Real Estate","Equity","2,133,555.88","0.01","2,133,555.88","591,545.00","3.61","India","National Stock Exchange Of India","INR"
"601838","BANK OF CHENGDU LTD A","Financials","Equity","2,134,369.90","0.01","2,134,369.90","836,673.00","2.55","China","Shanghai Stock Exchange","CNY"
"1773","TIANLI INTERNATIONAL HOLDINGS LTD","Consumer Discretionary","Equity","2,134,385.12","0.01","2,134,385.12","4,379,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2157","LEPU BIOPHARMA LTD H","Health Care","Equity","2,132,416.23","0.01","2,132,416.23","1,837,000.00","1.16","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"9925","TAIWAN SHIN KONG SECURITY LTD","Industrials","Equity","2,128,580.63","0.01","2,128,580.63","1,601,770.00","1.33","Taiwan","Taiwan Stock Exchange","TWD"
"4979","LUXNET CORP","Information Technology","Equity","2,119,910.91","0.01","2,119,910.91","323,823.00","6.55","Taiwan","Gretai Securities Market","TWD"
"6526","AIROHA TECHNOLOGY CORP","Information Technology","Equity","2,116,367.91","0.01","2,116,367.91","117,000.00","18.09","Taiwan","Taiwan Stock Exchange","TWD"
"POLYMED","POLY MEDICURE LTD","Health Care","Equity","2,117,816.93","0.01","2,117,816.93","90,169.00","23.49","India","National Stock Exchange Of India","INR"
"000963","HUADONG MEDICINE LTD A","Health Care","Equity","2,118,396.57","0.01","2,118,396.57","332,530.00","6.37","China","Shenzhen Stock Exchange","CNY"
"069960","HYUNDAI DEPARTMENT STORE LTD","Consumer Discretionary","Equity","2,113,699.68","0.01","2,113,699.68","40,515.00","52.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2548","HUAKU DEVELOPMENT LTD","Real Estate","Equity","2,114,509.89","0.01","2,114,509.89","644,389.00","3.28","Taiwan","Taiwan Stock Exchange","TWD"
"2858","YIXIN GROUP LTD","Financials","Equity","2,111,168.83","0.01","2,111,168.83","5,143,500.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"112610","CS WIND CORP","Industrials","Equity","2,107,173.45","0.01","2,107,173.45","71,012.00","29.67","Korea (South)","Korea Exchange (Stock Market)","KRW"
"460","SIHUAN PHARMACEUTICAL HOLDINGS GRO","Health Care","Equity","2,108,747.15","0.01","2,108,747.15","10,816,000.00","0.19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1199","COSCO SHIPPING PORTS LTD","Industrials","Equity","2,109,798.94","0.01","2,109,798.94","2,932,000.00","0.72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600547","SHANDONG GOLD-MINING LTD A","Materials","Equity","2,101,369.64","0.01","2,101,369.64","417,140.00","5.04","China","Shanghai Stock Exchange","CNY"
"OSP.R","OSOTSPA PCL NON-VOTING DR","Consumer Staples","Equity","2,103,793.87","0.01","2,103,793.87","4,195,900.00","0.50","Thailand","Stock Exchange Of Thailand","THB"
"TIDLOR.R","TIDLOR HOLDINGS NON-VOTING DR PCL","Financials","Equity","2,100,472.62","0.01","2,100,472.62","3,609,908.00","0.58","Thailand","Stock Exchange Of Thailand","THB"
"036460","KOREA GAS","Utilities","Equity","2,096,706.17","0.01","2,096,706.17","74,821.00","28.02","Korea (South)","Korea Exchange (Stock Market)","KRW"
"601901","FOUNDER SECURITIES LTD A","Financials","Equity","2,093,398.18","0.01","2,093,398.18","1,746,800.00","1.20","China","Shanghai Stock Exchange","CNY"
"WB","WEIBO ADR REPRESENTING CLASS A CO","Communication","Equity","2,085,043.86","0.01","2,085,043.86","181,941.00","11.46","China","NASDAQ","USD"
"028670","PAN OCEAN LTD","Industrials","Equity","2,085,391.66","0.01","2,085,391.66","746,083.00","2.80","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ORVR3","ORIZON VALORIZACAO DE RESIDUOS SA","Industrials","Equity","2,079,598.78","0.01","2,079,598.78","205,350.00","10.13","Brazil","XBSP","BRL"
"002648","SATELLITE CHEMICAL LTD A","Materials","Equity","2,080,048.78","0.01","2,080,048.78","741,995.00","2.80","China","Shenzhen Stock Exchange","CNY"
"PAVREIT","PAVILION REAL ESTATE INVESTMENT TR","Real Estate","Equity","2,080,161.89","0.01","2,080,161.89","5,109,700.00","0.41","Malaysia","Bursa Malaysia","MYR"
"068760","CELLTRION PHARM INC","Health Care","Equity","2,076,034.45","0.01","2,076,034.45","56,065.00","37.03","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"UPP","UNION PROPERTIES","Real Estate","Equity","2,077,900.58","0.01","2,077,900.58","8,968,424.00","0.23","United Arab Emirates","Dubai Financial Market","AED"
"601788","EVERBRIGHT SECURITIES LTD A","Financials","Equity","2,073,561.15","0.01","2,073,561.15","744,895.00","2.78","China","Shanghai Stock Exchange","CNY"
"3189","KINSUS INTERCONNECT TECHNOLOGY COR","Information Technology","Equity","2,070,248.47","0.01","2,070,248.47","601,000.00","3.44","Taiwan","Taiwan Stock Exchange","TWD"
"3596","ARCADYAN TECHNOLOGY CORP","Information Technology","Equity","2,071,707.25","0.01","2,071,707.25","280,753.00","7.38","Taiwan","Taiwan Stock Exchange","TWD"
"VAPORES","COMPANIA SUDAMERICANA DE VAPORES S","Industrials","Equity","2,072,474.04","0.01","2,072,474.04","41,648,815.00","0.05","Chile","Santiago Stock Exchange","CLP"
"600585","ANHUI CONCH CEMENT LTD A","Materials","Equity","2,068,656.83","0.01","2,068,656.83","607,101.00","3.41","China","Shanghai Stock Exchange","CNY"
"MAVI.E","MAVI GIYIM SANAYI VE TICARET","Consumer Discretionary","Equity","2,069,450.13","0.01","2,069,450.13","1,890,783.00","1.09","Turkey","Istanbul Stock Exchange","TRY"
"2855","PRESIDENT SECURITIES CORP","Financials","Equity","2,066,306.68","0.01","2,066,306.68","3,064,638.00","0.67","Taiwan","Taiwan Stock Exchange","TWD"
"VGI.R","VGI NON-VOTING DR PCL","Communication","Equity","2,063,391.36","0.01","2,063,391.36","31,746,750.00","0.06","Thailand","Stock Exchange Of Thailand","THB"
"OLECTRA","OLECTRA GREENTECH LTD","Industrials","Equity","2,059,544.42","0.01","2,059,544.42","114,746.00","17.95","India","National Stock Exchange Of India","INR"
"F&N","FRASER & NEAVE HOLDINGS","Consumer Staples","Equity","2,059,807.81","0.01","2,059,807.81","322,800.00","6.38","Malaysia","Bursa Malaysia","MYR"
"DATAPATTNS","DATA PATTERNS INDIA LTD","Industrials","Equity","2,056,514.22","0.01","2,056,514.22","72,214.00","28.48","India","National Stock Exchange Of India","INR"
"TGA","THUNGELA RESOURCES LTD","Energy","Equity","2,056,518.51","0.01","2,056,518.51","390,256.00","5.27","South Africa","Johannesburg Stock Exchange","ZAR"
"WBO","WBH OVCON LTD","Industrials","Equity","2,054,342.63","0.01","2,054,342.63","212,817.00","9.65","South Africa","Johannesburg Stock Exchange","ZAR"
"RLO","REUNERT LTD","Industrials","Equity","2,054,374.93","0.01","2,054,374.93","658,270.00","3.12","South Africa","Johannesburg Stock Exchange","ZAR"
"002460","GANFENG LITHIUM GROUP LTD A","Materials","Equity","2,052,055.29","0.01","2,052,055.29","359,975.00","5.70","China","Shenzhen Stock Exchange","CNY"
"600029","CHINA SOUTHERN AIRLINES LTD A","Industrials","Equity","2,048,999.33","0.01","2,048,999.33","2,448,640.00","0.84","China","Shanghai Stock Exchange","CNY"
"BATAINDIA","BATA INDIA LTD","Consumer Discretionary","Equity","2,042,120.20","0.01","2,042,120.20","161,468.00","12.65","India","National Stock Exchange Of India","INR"
"2312","KINPO ELECTRONICS INC","Information Technology","Equity","2,042,642.11","0.01","2,042,642.11","3,400,000.00","0.60","Taiwan","Taiwan Stock Exchange","TWD"
"TOASO.E","TOFAS TURK OTOMOBIL FABRIKASI A","Consumer Discretionary","Equity","2,043,819.33","0.01","2,043,819.33","340,346.00","6.01","Turkey","Istanbul Stock Exchange","TRY"
"AKRA","AKR CORPORINDO","Energy","Equity","2,039,311.30","0.01","2,039,311.30","28,130,500.00","0.07","Indonesia","Indonesia Stock Exchange","IDR"
"CTRA","CIPUTRA DEVELOPMENT","Real Estate","Equity","2,041,162.42","0.01","2,041,162.42","34,015,920.00","0.06","Indonesia","Indonesia Stock Exchange","IDR"
"600674","SICHUAN CHUANTOU ENERGY LTD A","Utilities","Equity","2,037,381.64","0.01","2,037,381.64","992,184.00","2.05","China","Shanghai Stock Exchange","CNY"
"IEX","INDIAN ENERGY EXCHANGE LTDINARY","Financials","Equity","2,033,296.86","0.01","2,033,296.86","1,261,088.00","1.61","India","National Stock Exchange Of India","INR"
"2145","SHANGHAI CHICMAX COSMETIC CLS H LT","Consumer Staples","Equity","2,034,106.14","0.01","2,034,106.14","172,000.00","11.83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GILLETTE","GILLETTE INDIA LTD","Consumer Staples","Equity","2,035,425.92","0.01","2,035,425.92","17,835.00","114.13","India","National Stock Exchange Of India","INR"
"002049","UNIGROUP GUOXIN MICROELECTRONICS L","Information Technology","Equity","2,030,187.38","0.01","2,030,187.38","176,185.00","11.52","China","Shenzhen Stock Exchange","CNY"
"PETKM.E","PETKIM PETROKIMYA HOLDING A","Materials","Equity","2,030,839.27","0.01","2,030,839.27","4,195,867.00","0.48","Turkey","Istanbul Stock Exchange","TRY"
"005070","COSMOAM&T LTD","Information Technology","Equity","2,031,100.97","0.01","2,031,100.97","68,037.00","29.85","Korea (South)","Korea Exchange (Stock Market)","KRW"
"065350","SHINSUNG DELTA TECH LTD","Industrials","Equity","2,031,945.25","0.01","2,031,945.25","47,749.00","42.55","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"CNPF","CENTURY PACIFIC FOOD INC","Consumer Staples","Equity","2,027,514.43","0.01","2,027,514.43","3,311,800.00","0.61","Philippines","Philippine Stock Exchange Inc.","PHP"
"3583","SCIENTECH CORPORATION CORP","Information Technology","Equity","2,027,720.64","0.01","2,027,720.64","163,000.00","12.44","Taiwan","Taiwan Stock Exchange","TWD"
"2230","SAUDI CHEMICAL","Health Care","Equity","2,029,607.96","0.01","2,029,607.96","1,155,737.00","1.76","Saudi Arabia","Saudi Stock Exchange","SAR"
"HYP","HYPROP INVS LTD","Real Estate","Equity","2,022,037.95","0.01","2,022,037.95","764,950.00","2.64","South Africa","Johannesburg Stock Exchange","ZAR"
"WELCORP","WELSPUN CORP LTD","Materials","Equity","2,022,610.72","0.01","2,022,610.72","210,262.00","9.62","India","National Stock Exchange Of India","INR"
"000895","HENAN SHUANGHUI INVESTMENT & DEVEL","Consumer Staples","Equity","2,023,119.64","0.01","2,023,119.64","563,598.00","3.59","China","Shenzhen Stock Exchange","CNY"
"CML","CORONATION FUND MANAGERS LTD","Financials","Equity","2,020,484.59","0.01","2,020,484.59","806,692.00","2.50","South Africa","Johannesburg Stock Exchange","ZAR"
"TRITURBINE","TRIVENI TURBINE LTD","Industrials","Equity","2,020,833.26","0.01","2,020,833.26","342,440.00","5.90","India","National Stock Exchange Of India","INR"
"TOPGLOV","TOP GLOVE CORPORATION","Health Care","Equity","2,016,083.08","0.01","2,016,083.08","14,560,600.00","0.14","Malaysia","Bursa Malaysia","MYR"
"2451","TRANSCEND INFORMATION INC","Information Technology","Equity","2,013,811.34","0.01","2,013,811.34","623,000.00","3.23","Taiwan","Taiwan Stock Exchange","TWD"
"603893","ROCKCHIP ELECTRONICS LTD A","Information Technology","Equity","2,010,482.59","0.01","2,010,482.59","61,300.00","32.80","China","Shanghai Stock Exchange","CNY"
"4260","UNITED INTERNATIONAL TRANSPORTATIO","Industrials","Equity","2,009,229.23","0.01","2,009,229.23","111,536.00","18.01","Saudi Arabia","Saudi Stock Exchange","SAR"
"3105","WIN SEMICONDUCTORS CORP","Information Technology","Equity","2,005,308.57","0.01","2,005,308.57","675,650.00","2.97","Taiwan","Gretai Securities Market","TWD"
"CURY3","CURY CONSTRTUTORA E INCORPORADORA","Consumer Discretionary","Equity","2,006,095.55","0.01","2,006,095.55","322,925.00","6.21","Brazil","XBSP","BRL"
"036930","JUSUNG ENGINEERING LTD","Information Technology","Equity","2,002,480.30","0.01","2,002,480.30","106,101.00","18.87","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"OLAELEC","OLA ELECTRIC MOBILITY LTD","Consumer Discretionary","Equity","1,995,159.31","0.01","1,995,159.31","2,816,510.00","0.71","India","National Stock Exchange Of India","INR"
"CARLSBG","CARLSBERG BREWERY MALAYSIA","Consumer Staples","Equity","1,995,425.33","0.01","1,995,425.33","521,700.00","3.82","Malaysia","Bursa Malaysia","MYR"
"GODIGIT","GO DIGIT GENERAL INSURANCE LTD","Financials","Equity","1,987,317.33","0.01","1,987,317.33","494,175.00","4.02","India","National Stock Exchange Of India","INR"
"METROPOLIS","METROPOLIS HEALTHCARE LTD","Health Care","Equity","1,976,537.82","0.01","1,976,537.82","81,138.00","24.36","India","National Stock Exchange Of India","INR"
